Full Name,total_runs,balls_faced,total_fours,total_sixes,total_boundaries,total_wickets,strike_rate,average,dismissal_rate,boundary_pct,dot_ball_pct,vs_left_arm_fast,vs_left_arm_fast_medium,vs_left_arm_medium,vs_left_arm_mediumslow_left_arm_orthodox,vs_left_arm_medium_fast,vs_left_arm_wrist_spin,vs_legbreak,vs_legbreak_googly,vs_right_arm_fast,vs_right_arm_fast_medium,vs_right_arm_fast_mediumlegbreak,vs_right_arm_fast_mediumlegbreak_googly,vs_right_arm_medium,vs_right_arm_mediumlegbreak,vs_right_arm_mediumright_arm_offbreak,vs_right_arm_medium_fast,vs_right_arm_medium_fastright_arm_offbreak,vs_right_arm_offbreak,vs_right_arm_offbreaklegbreak,vs_right_arm_offbreaklegbreak_googly,vs_slow_left_arm_orthodox,avg_runs_death,avg_runs_middle,avg_runs_powerplay,adaptability_index,adaptability_label,run_std,consistency_index
Eoin Morgan,142.0,114.0,8.0,6.0,14.0,6.0,124.56,23.67,19.0,12.28,35.09,0.0,1.25,0.0,0.0,0.0,0.0,0.7222222222222222,0.875,1.4642857142857142,1.0,0.0,0.0,1.0769230769230769,0.0,0.0,1.7,0.0,0.5333333333333333,0.0,0.0,1.5454545454545454,1.702127659574468,0.9642857142857143,0.47058823529411764,0.579,Medium,1.4949963229393717,15.833
Evin Lewis,157.0,137.0,13.0,8.0,21.0,9.0,114.6,17.44,15.22,15.33,49.64,1.0,0.7142857142857143,0.0,0.0,2.6666666666666665,2.3333333333333335,0.75,1.0,1.2777777777777777,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,1.5,0.0,1.1851851851851851,0.8,0.0,0.8333333333333334,0.0,0.9795918367346939,1.1595744680851063,0.75,High,1.6500733458503314,10.569
Faf du Plessis,98.0,84.0,10.0,2.0,12.0,3.0,116.67,32.67,28.0,14.29,39.29,0.0,2.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.1666666666666667,1.2857142857142858,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.25,1.0,0.0,1.0666666666666667,1.0,1.0925925925925926,1.1935483870967742,0.666,High,1.4289742434343677,22.863
Fakhar Zaman,161.0,126.0,9.0,8.0,17.0,7.0,127.78,23.0,18.0,13.49,35.71,2.5,1.3,0.0,0.0,1.6666666666666667,0.0,1.1111111111111112,0.6666666666666666,1.1111111111111112,1.3125,0.0,0.0,0.75,0.0,0.0,0.6666666666666666,0.0,1.4615384615384615,0.0,0.0,1.4210526315789473,1.6896551724137931,1.0,1.3636363636363635,0.692,High,1.6155059566971677,14.237
Finn Allen,124.0,75.0,14.0,6.0,20.0,7.0,165.33,17.71,10.71,26.67,42.67,2.0,1.0,0.0,0.0,0.25,0.0,2.0,2.4,1.6428571428571428,1.8333333333333333,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.4,0.0,0.0,1.6103896103896105,0.562,Medium,1.9477101545677746,9.093
Gareth Delany,159.0,126.0,14.0,5.0,19.0,8.0,126.19,19.88,15.75,15.08,34.13,4.0,0.8,0.0,0.0,2.0714285714285716,0.0,0.3333333333333333,1.0,1.3846153846153846,0.5714285714285714,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0833333333333333,1.2857142857142858,0.0,1.325,1.7619047619047619,1.1734693877551021,0.7777777777777778,0.536,Medium,1.5253557413912582,13.033
Gary Wilson,38.0,37.0,5.0,0.0,5.0,2.0,102.7,19.0,18.5,13.51,43.24,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0588235294117647,0.3333333333333333,1.1,1.0,0.148,Low,1.3225918679809163,14.366
George Dockrell,148.0,112.0,12.0,2.0,14.0,7.0,132.14,21.14,16.0,12.5,25.89,0.0,3.3333333333333335,0.0,0.0,1.0,0.0,1.75,0.0,1.0,1.3333333333333333,0.0,0.0,1.1818181818181819,0.0,0.0,1.3846153846153846,0.0,0.9166666666666666,0.0,0.0,1.3846153846153846,1.6285714285714286,1.2575757575757576,0.5333333333333333,0.513,Medium,1.316029647456131,16.063
George Munsey,472.0,350.0,54.0,12.0,66.0,16.0,134.86,29.5,21.88,18.86,45.14,1.0,1.2962962962962963,0.75,0.0,0.9166666666666666,0.0,1.4583333333333333,1.0833333333333333,1.1063829787234043,1.6875,0.0,0.0,1.8461538461538463,0.0,0.0,1.1956521739130435,0.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.8867924528301887,1.3157894736842106,1.2190476190476192,1.2412451361867705,0.93,High,1.615113725720036,18.265
Gerhard Erasmus,314.0,290.0,24.0,6.0,30.0,13.0,108.28,24.15,22.31,10.34,40.69,0.0,1.5,0.0,0.0,0.0,0.0,1.25,0.5789473684210527,0.8947368421052632,1.04,0.0,0.0,0.5833333333333334,0.0,0.0,0.8,0.0,1.2285714285714286,0.0,1.3,1.1875,1.3666666666666667,1.1036036036036037,0.6511627906976745,0.67,High,1.3474292368258893,17.923
Glenn Maxwell,315.0,241.0,27.0,10.0,37.0,12.0,130.71,26.25,20.08,15.35,36.93,0.0,1.65,0.0,0.0,0.5,0.75,1.3055555555555556,1.6470588235294117,1.125,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,1.6923076923076923,0.6666666666666666,0.0,1.0566037735849056,1.5681818181818181,1.2268041237113403,0.5714285714285714,0.724,High,1.5295886487101515,17.161
Glenn Phillips,379.0,269.0,27.0,15.0,42.0,12.0,140.89,31.58,22.42,15.61,34.94,2.8333333333333335,0.5,0.0,0.0,1.625,0.0,1.34375,1.875,1.3518518518518519,1.1481481481481481,0.0,0.0,0.0,0.0,0.0,1.42,0.0,1.5476190476190477,1.4444444444444444,0.0,0.7,1.6625,1.2824858757062148,0.9047619047619048,0.687,High,1.6192721939969104,19.503
Grant Elliott,52.0,46.0,4.0,0.0,4.0,1.0,113.04,52.0,46.0,8.7,26.09,0.0,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.7857142857142857,1.1111111111111112,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.2142857142857142,0.25,0.0,0.323,Low,1.0874781357122423,47.817
Gulbadin Naib,235.0,192.0,20.0,6.0,26.0,9.0,122.4,26.11,21.33,13.54,38.54,1.1875,0.4166666666666667,0.0,0.0,0.0,0.0,0.6,1.2352941176470589,0.9444444444444444,1.625,0.0,1.5,1.2727272727272727,0.0,0.0,1.7142857142857142,0.0,0.9166666666666666,0.0,0.0,0.5833333333333334,1.434782608695652,1.1037735849056605,1.1063829787234043,0.699,High,1.4590148834854184,17.896
Hardik Pandya,244.0,164.0,17.0,10.0,27.0,10.0,148.78,24.4,16.4,16.46,34.15,2.0,0.8461538461538461,0.0,0.0,2.6,0.0,0.782608695652174,0.0,1.175,1.9615384615384615,0.0,0.0,0.0,0.0,0.0,1.75,0.0,3.0,0.8571428571428571,0.0,1.1875,1.839080459770115,0.9545454545454546,0.0,0.592,Medium,1.6640110205521126,14.663
Harry Brook,78.0,73.0,4.0,1.0,5.0,5.0,106.85,15.6,14.6,6.85,38.36,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.8461538461538461,0.6923076923076923,1.1,0.75,0.0,0.0,1.6923076923076923,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.5,1.6111111111111112,0.8076923076923077,1.4,0.414,Medium,1.2018004511250293,12.981
Harry Tector,102.0,108.0,5.0,1.0,6.0,10.0,94.44,10.2,10.8,5.56,42.59,0.0,0.8,0.0,0.0,1.0,0.0,1.1428571428571428,0.0,0.29411764705882354,2.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.9615384615384616,0.0,0.0,0.7142857142857143,0.8666666666666667,1.0,0.7666666666666667,0.45,Medium,1.1687999683835408,8.727
Hashim Amla,114.0,88.0,13.0,3.0,16.0,3.0,129.55,38.0,29.33,18.18,35.23,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,1.6428571428571428,0.0,0.0,0.8666666666666667,1.5555555555555556,1.131578947368421,1.3902439024390243,0.43,Medium,1.5841099673680277,23.988
Hazratullah Zazai,109.0,98.0,9.0,6.0,15.0,6.0,111.22,18.17,16.33,15.31,55.1,1.375,1.5714285714285714,0.0,0.0,0.6,0.0,2.3333333333333335,0.0,0.8823529411764706,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,2.75,0.0,0.0,0.5,0.0,1.0714285714285714,1.0561797752808988,0.463,Medium,1.6793161698741879,10.82
Heinrich Klaasen,121.0,113.0,8.0,5.0,13.0,5.0,107.08,24.2,22.6,11.5,43.36,2.6666666666666665,0.7,0.0,0.0,0.0,0.0,1.4285714285714286,1.8,0.7272727272727273,0.9411764705882353,0.0,0.0,0.4,0.0,0.0,0.6,0.0,1.2307692307692308,0.0,0.0,0.75,1.0,1.3013698630136987,0.2631578947368421,0.524,Medium,1.5101845568345758,16.025
Hiri Hiri,29.0,38.0,3.0,0.0,3.0,3.0,76.32,9.67,12.67,7.89,57.89,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.23529411764705882,0.0,0.6333333333333333,1.1111111111111112,0.125,Low,1.2078242447507945,8.006
Ibrahim Zadran,204.0,166.0,17.0,5.0,22.0,7.0,122.89,29.14,23.71,13.25,43.98,0.0,0.6,2.111111111111111,0.0,0.25,0.0,0.9230769230769231,0.8888888888888888,0.8181818181818182,1.2,0.0,1.0,1.2857142857142858,0.0,0.0,2.888888888888889,0.0,1.6111111111111112,0.0,0.0,0.8571428571428571,0.0,1.1359223300970873,1.2253521126760563,0.656,Medium,1.5334942270998397,19.002
Iftikhar Ahmed,144.0,115.0,9.0,6.0,15.0,7.0,125.22,20.57,16.43,13.04,40.87,0.0,0.3333333333333333,0.0,0.0,2.111111111111111,0.8181818181818182,0.0,0.0,1.0263157894736843,1.0,0.0,0.0,1.8333333333333333,0.0,0.0,1.625,0.0,1.375,0.3333333333333333,0.0,2.1,1.2121212121212122,1.2602739726027397,0.8571428571428571,0.568,Medium,1.5803414161492568,13.016
Imad Wasim,23.0,32.0,1.0,0.0,1.0,2.0,71.88,11.5,16.0,3.12,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.25,0.5714285714285714,0.7894736842105263,0.0,0.222,Low,0.8833476270999037,13.019
JJ Smit,139.0,125.0,9.0,4.0,13.0,7.0,111.2,19.86,17.86,10.4,43.2,0.5,0.7777777777777778,0.0,0.0,1.5,0.0,1.1904761904761905,1.1666666666666667,0.6190476190476191,1.375,0.0,0.0,0.5,0.0,0.0,1.4838709677419355,0.0,0.8,0.0,0.0,0.5,1.2325581395348837,0.7380952380952381,0.6666666666666666,0.685,High,1.4344965624048667,13.845
James Neesham,166.0,96.0,5.0,9.0,14.0,6.0,172.92,27.67,16.0,14.58,25.0,1.25,0.0,0.0,0.0,1.75,0.0,1.6,0.0,1.5555555555555556,2.4285714285714284,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.7647058823529411,1.0,0.0,1.0,1.6629213483146068,0.9473684210526315,0.0,0.65,Medium,1.631614795145268,16.959
Jamie Atkinson,92.0,83.0,8.0,2.0,10.0,3.0,110.84,30.67,27.67,12.05,40.96,0.0,0.0,0.5,0.0,0.0,0.0,0.75,1.0,0.4,1.391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.2,2.1666666666666665,1.1842105263157894,0.85,0.579,Medium,1.427940193299321,21.478
Jan Frylinck,193.0,192.0,13.0,1.0,14.0,9.0,100.52,21.44,21.33,7.29,42.71,0.0,0.36363636363636365,0.0,0.0,0.75,0.0,0.7272727272727273,0.42857142857142855,1.2,1.119047619047619,0.0,0.0,1.25,0.0,0.0,0.9473684210526315,0.0,0.5882352941176471,0.0,0.6666666666666666,1.21875,1.1875,0.8315789473684211,0.8837209302325582,0.707,High,1.1645660048305184,18.41
Jan Nicol Loftie-Eaton,52.0,53.0,1.0,3.0,4.0,7.0,98.11,7.43,7.57,7.55,50.94,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,0.0,0.7142857142857143,0.0,0.0,1.0,0.7333333333333333,1.0,1.0285714285714285,0.422,Medium,1.4709304414677,5.051
Jason Holder,53.0,42.0,4.0,2.0,6.0,4.0,126.19,13.25,10.5,14.29,40.48,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.142857142857143,0.0,0.0,2.3333333333333335,0.0,0.0,1.4,0.0,0.3333333333333333,1.3333333333333333,0.0,0.875,1.7,0.7916666666666666,0.0,0.422,Medium,1.5638287162281514,8.473
Jason Roy,327.0,210.0,33.0,11.0,44.0,9.0,155.71,36.33,23.33,20.95,33.81,0.75,1.9473684210526316,0.0,0.0,1.75,0.0,0.8518518518518519,0.0,1.736842105263158,1.1428571428571428,0.0,0.0,1.2352941176470589,0.0,0.0,0.0,0.0,2.125,0.0,0.0,1.537037037037037,0.0,1.4375,1.525974025974026,0.584,Medium,1.7287218581000277,21.016
Jatinder Singh,164.0,114.0,14.0,5.0,19.0,4.0,143.86,41.0,28.5,16.67,28.95,1.2857142857142858,1.125,1.5,0.0,0.0,0.0,3.0,0.0,1.2,1.0625,1.5,0.0,0.0,0.0,0.0,1.3181818181818181,0.0,1.25,0.0,0.0,1.3333333333333333,1.3076923076923077,1.4492753623188406,1.175,0.636,Medium,1.5145055751776797,27.072
Jean-Paul Duminy,87.0,48.0,5.0,4.0,9.0,0.0,181.25,0.0,0.0,18.75,8.33,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.4,0.0,1.0,1.793103448275862,1.5909090909090908,0.0,0.423,Medium,1.6160955126112917,0.0
Joe Root,256.0,167.0,24.0,7.0,31.0,3.0,153.29,85.33,55.67,18.56,22.16,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,1.5384615384615385,1.0,1.2727272727272727,2.111111111111111,0.0,0.0,1.391304347826087,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2142857142857142,2.0,1.4553571428571428,1.3111111111111111,0.526,Medium,1.5231476418765921,56.022
Johnson Charles,227.0,192.0,19.0,9.0,28.0,11.0,118.23,20.64,17.45,14.58,47.4,0.0,0.7407407407407407,0.0,0.0,0.7777777777777778,0.0,1.5,0.6,1.2857142857142858,1.1666666666666667,0.0,1.2,0.9333333333333333,0.0,0.0,1.68,0.0,2.4545454545454546,0.7,0.0,0.9090909090909091,0.0,1.2835820895522387,1.0601503759398496,0.74,High,1.6092618239709946,12.826
Jonny Bairstow,66.0,57.0,7.0,2.0,9.0,5.0,115.79,13.2,11.4,15.79,49.12,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.5,1.5,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.875,0.0,1.1666666666666667,1.1481481481481481,0.457,Medium,1.6452254913212452,8.023
Jos Buttler,773.0,476.0,66.0,34.0,100.0,14.0,162.39,55.21,34.0,21.01,34.03,1.9333333333333333,1.2291666666666667,0.0,0.0,2.0,0.0,1.35,1.9,1.903225806451613,1.5833333333333333,0.0,0.0,1.9555555555555555,0.0,0.0,1.325,0.0,0.975609756097561,0.0,0.0,1.3291139240506329,2.1449275362318843,1.4926829268292683,1.4241071428571428,0.772,High,1.7779911857209119,31.052
Josh Davey,48.0,33.0,1.0,3.0,4.0,4.0,145.45,12.0,8.25,12.12,24.24,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.75,0.0,0.0,1.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.5555555555555556,0.75,0.0,0.342,Medium,1.6285271997532418,7.369
Josh Little,35.0,34.0,3.0,1.0,4.0,3.0,102.94,11.67,11.33,11.76,50.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,1.0,0.8095238095238095,1.3846153846153846,0.0,0.161,Low,1.5469480044081139,7.544
KL Rahul,327.0,230.0,27.0,15.0,42.0,9.0,142.17,36.33,25.56,18.26,34.78,0.75,1.1333333333333333,0.0,2.4,1.5714285714285714,0.0,2.6,1.1538461538461537,0.7,1.7428571428571429,0.0,0.0,2.0,1.0,0.0,1.5294117647058822,0.0,0.5,1.4285714285714286,0.0,1.5161290322580645,1.4,1.7261904761904763,1.1986301369863013,0.886,High,1.7171619633044748,21.157
Kagiso Rabada,47.0,39.0,2.0,2.0,4.0,0.0,120.51,0.0,0.0,10.26,41.03,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.2,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2777777777777777,0.2,0.0,0.331,Medium,1.5093206354144253,0.0
Kane Williamson,542.0,466.0,45.0,12.0,57.0,15.0,116.31,36.13,31.07,12.23,37.34,2.064516129032258,0.9629629629629629,0.0,0.0,1.0,0.0,0.6923076923076923,0.813953488372093,1.088235294117647,1.2753623188405796,0.0,0.0,1.8421052631578947,2.5,0.0,0.9130434782608695,0.0,0.9827586206896551,1.2727272727272727,0.0,1.1153846153846154,2.1515151515151514,1.155893536121673,0.9277777777777778,0.825,High,1.4013893403151925,25.782
Karim Janat,60.0,40.0,4.0,3.0,7.0,2.0,150.0,30.0,20.0,17.5,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.6,0.0,0.0,0.0,2.2,0.0,0.0,2.25,0.0,1.0,0.0,0.0,1.1666666666666667,2.0588235294117645,0.7647058823529411,1.7142857142857142,0.375,Medium,1.718975872076303,17.452
Kashyap Prajapati,45.0,57.0,2.0,3.0,5.0,5.0,78.95,9.0,11.4,8.77,70.18,1.1666666666666667,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7258064516129032,0.212,Low,1.4617455861558875,6.157
Kevin O'Brien,56.0,51.0,6.0,0.0,6.0,5.0,109.8,11.2,10.2,11.76,41.18,0.6,1.6666666666666667,0.0,0.0,1.3571428571428572,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,1.4444444444444444,1.1666666666666667,0.75,1.0909090909090908,0.3,Low,1.2467664999389827,8.983
Khalid Kail,49.0,61.0,2.0,1.0,3.0,4.0,80.33,12.25,15.25,4.92,45.9,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,1.1428571428571428,0.0,0.0,0.6153846153846154,1.6666666666666667,0.7045454545454546,0.6666666666666666,0.489,Medium,1.0884956798515675,11.254
Khalid Latif,50.0,48.0,4.0,1.0,5.0,2.0,104.17,25.0,24.0,10.42,35.42,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.5,0.875,1.6666666666666667,1.3076923076923077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7142857142857143,1.2333333333333334,0.7272727272727273,0.397,Medium,1.3039764606499145,19.172
Khawar Ali,45.0,40.0,4.0,3.0,7.0,2.0,112.5,22.5,20.0,17.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.4,0.0,0.0,0.0,0.0,2.2,0.71875,0.174,Low,1.826536868994959,12.318
Kieron Pollard,93.0,80.0,6.0,2.0,8.0,5.0,116.25,18.6,16.0,10.0,35.0,0.9090909090909091,1.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.1666666666666667,1.2307692307692308,1.0,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.8333333333333334,1.7666666666666666,0.7272727272727273,0.0,0.651,Medium,1.287518186757955,14.446
Kiplin Doriga,139.0,106.0,8.0,4.0,12.0,5.0,131.13,27.8,21.2,11.32,35.85,0.0,1.8461538461538463,0.0,0.0,0.0,0.9090909090909091,2.125,1.4444444444444444,1.6470588235294117,2.5,0.0,0.3333333333333333,0.9,0.0,0.0,0.8,0.0,0.6666666666666666,0.0,0.0,0.7222222222222222,1.540983606557377,0.9183673469387755,0.0,0.622,Medium,1.4534552538802754,19.127
Kusal Mendis,260.0,194.0,20.0,10.0,30.0,9.0,134.02,28.89,21.56,15.46,39.69,0.0,1.5476190476190477,0.0,0.0,0.5714285714285714,0.0,0.0,1.0666666666666667,1.2222222222222223,1.5128205128205128,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.875,0.0,2.125,1.1071428571428572,2.3333333333333335,1.5970149253731343,1.056,0.574,Medium,1.6119578034796709,17.922
Kusal Perera,126.0,101.0,15.0,2.0,17.0,8.0,124.75,15.75,12.62,16.83,42.57,1.7272727272727273,2.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.95,1.8571428571428572,0.0,0.0,1.8571428571428572,0.0,0.0,0.9230769230769231,0.0,0.6,0.0,0.0,0.3333333333333333,0.0,1.3888888888888888,1.188235294117647,0.575,Medium,1.52065542393153,10.357
Kyle Coetzer,154.0,130.0,16.0,4.0,20.0,9.0,118.46,17.11,14.44,15.38,48.46,1.2,1.1818181818181819,0.0,0.0,1.25,0.0,1.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.2564102564102564,0.0,1.1538461538461537,0.0,0.0,1.4375,0.0,1.5925925925925926,1.0373831775700935,0.647,Medium,1.548744156228567,11.048
Kyle Mayers,35.0,30.0,5.0,1.0,6.0,3.0,116.67,11.67,10.0,20.0,53.33,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.1290322580645162,0.0,Low,1.6880350605338144,6.913
Lega Siaka,24.0,33.0,2.0,0.0,2.0,5.0,72.73,4.8,6.6,6.06,57.58,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3333333333333333,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6857142857142857,0.115,Low,1.0224373581107569,4.695
Lendl Simmons,106.0,92.0,7.0,5.0,12.0,3.0,115.22,35.33,30.67,13.04,42.39,0.0,0.0,0.0,0.0,1.5,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,1.7142857142857142,0.0,0.6470588235294118,0.0,0.0,1.5384615384615385,1.9285714285714286,1.1428571428571428,0.7419354838709677,0.497,Medium,1.574214551056115,22.443
Liam Livingstone,115.0,83.0,5.0,6.0,11.0,5.0,138.55,23.0,16.6,13.25,27.71,0.0,1.7857142857142858,0.0,0.0,0.0,0.3333333333333333,0.5714285714285714,1.75,1.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.0,1.2307692307692308,0.0,0.0,0.0,1.588235294117647,0.9705882352941176,1.0,0.449,Medium,1.5912293813000213,14.454
Litton Das,263.0,238.0,20.0,6.0,26.0,14.0,110.5,18.79,17.0,10.92,39.08,1.3333333333333333,1.25,0.8333333333333334,0.0,1.1724137931034482,0.7142857142857143,0.3333333333333333,1.0,1.098360655737705,0.875,0.0,0.0,1.75,0.0,0.0,1.0625,0.0,1.2413793103448276,0.0,0.0,0.9310344827586207,0.0,0.7901234567901234,1.2208588957055215,0.88,High,1.357073363682592,13.846
Logan van Beek,59.0,64.0,3.0,0.0,3.0,5.0,92.19,11.8,12.8,4.69,34.38,1.0,0.6666666666666666,0.0,0.0,1.75,0.0,0.0,0.0,0.8421052631578947,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.2857142857142858,0.0,1.0,0.0,1.0,0.7272727272727273,1.0208333333333333,0.5882352941176471,0.0,0.659,Medium,0.930777177334164,12.678
Lorcan Tucker,214.0,181.0,16.0,4.0,20.0,6.0,118.23,35.67,30.17,11.05,38.12,1.9444444444444444,1.6363636363636365,0.0,0.0,1.6153846153846154,0.0,0.8888888888888888,0.9,0.9615384615384616,0.9310344827586207,0.0,0.0,1.0,0.0,0.0,1.05,0.0,0.5,1.0,0.0,1.037037037037037,2.0,1.0,1.126984126984127,0.79,High,1.3392101064706696,26.635
Luke Jongwe,57.0,40.0,6.0,1.0,7.0,3.0,142.5,19.0,13.33,17.5,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.9090909090909091,1.8636363636363635,0.8,0.0,0.127,Low,1.527335134553127,12.44
Luke Ronchi,49.0,32.0,3.0,2.0,5.0,4.0,153.12,12.25,8.0,15.62,21.88,2.6666666666666665,1.0,0.0,0.0,2.8,0.0,0.0,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.25,1.53125,0.0,0.0,0.488,Medium,1.6061248696082735,7.627
