Full Name,match_phase,total_runs,balls_faced,boundaries,wickets,fours,sixes,strike_rate,boundary_pct,wicket_pct,dot_ball_pct,adaptability_index,adaptability_label,playing_role
AB de Villiers,Death,54,18,8,1,1,7,300.0,44.44,5.56,11.11,0.657,Moderate,wicketkeeper batter
AB de Villiers,Middle,51,36,5,2,3,2,141.67,13.89,5.56,25.0,0.355,Moderate,wicketkeeper batter
AB de Villiers,Powerplay,6,7,1,0,1,0,85.71,14.29,0.0,57.14,0.227,Low,wicketkeeper batter
Aamir Kaleem,Middle,0,5,0,2,0,0,0.0,0.0,40.0,100.0,0.0,Low,middle-order batter
Aaron Finch,Death,27,16,3,2,2,1,168.75,18.75,12.5,12.5,0.426,Moderate,top-order batter
Aaron Finch,Middle,89,91,8,3,6,2,97.8,8.79,3.3,36.26,0.267,Low,top-order batter
Aaron Finch,Powerplay,186,151,25,6,15,10,123.18,16.56,3.97,50.33,0.291,Low,top-order batter
Aaron Johnson,Middle,31,26,4,2,0,4,119.23,15.38,7.69,57.69,0.268,Low,batter
Aaron Johnson,Powerplay,64,47,12,2,12,0,136.17,25.53,4.26,51.06,0.332,Moderate,batter
Aaron Jones,Death,52,27,7,0,3,4,192.59,25.93,0.0,18.52,0.463,Moderate,top-order batter
Aaron Jones,Middle,79,41,11,1,3,8,192.68,26.83,2.44,34.15,0.435,Moderate,top-order batter
Aaron Jones,Powerplay,10,19,1,0,0,1,52.63,5.26,0.0,78.95,0.119,Low,top-order batter
Aaron Phangiso,Death,4,5,0,0,0,0,80.0,0.0,0.0,20.0,0.252,Low,bowler
Aasif Sheikh,Powerplay,4,8,1,1,1,0,50.0,12.5,12.5,87.5,0.12,Low,wicketkeeper batter
Aayan Afzal Khan,Death,5,7,0,1,0,0,71.43,0.0,14.29,57.14,0.168,Low,bowling allrounder
Aayan Afzal Khan,Middle,19,21,1,1,1,0,90.48,4.76,4.76,42.86,0.233,Low,bowling allrounder
Abinash Bohara,Death,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Adam Milne,Death,2,2,0,1,0,0,100.0,0.0,50.0,50.0,0.215,Low,bowler
Adam Zampa,Death,4,7,0,1,0,0,57.14,0.0,14.29,57.14,0.152,Low,bowler
Adil Rashid,Death,7,6,0,0,0,0,116.67,0.0,0.0,0.0,0.335,Moderate,bowler
Afif Hossain,Death,70,57,7,7,6,1,122.81,12.28,12.28,26.32,0.326,Low,allrounder
Afif Hossain,Middle,69,56,6,3,4,2,123.21,10.71,5.36,26.79,0.321,Low,allrounder
Afif Hossain,Powerplay,6,8,0,1,0,0,75.0,0.0,12.5,62.5,0.162,Low,allrounder
Ahmed Shehzad,Middle,62,57,7,3,7,0,108.77,12.28,5.26,33.33,0.296,Low,opening batter
Ahmed Shehzad,Powerplay,45,47,6,1,6,0,95.74,12.77,2.13,44.68,0.259,Low,opening batter
Aiden Markram,Death,79,44,10,3,5,5,179.55,22.73,6.82,25.0,0.425,Moderate,opening batter
Aiden Markram,Middle,158,109,17,3,12,5,144.95,15.6,2.75,21.1,0.372,Moderate,opening batter
Aiden Markram,Powerplay,50,61,7,4,6,1,81.97,11.48,6.56,63.93,0.201,Low,opening batter
Aizaz Khan,Death,9,7,1,0,1,0,128.57,14.29,0.0,28.57,0.334,Moderate,allrounder
Ajay Lalcheta,Death,6,3,1,0,1,0,200.0,33.33,0.0,0.0,0.531,Moderate,batting allrounder
Ajay Lalcheta,Middle,1,5,0,1,0,0,20.0,0.0,20.0,80.0,0.063,Low,batting allrounder
Ajinkya Rahane,Death,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,top-order batter
Ajinkya Rahane,Middle,28,23,1,0,1,0,121.74,4.35,0.0,17.39,0.319,Low,top-order batter
Ajinkya Rahane,Powerplay,12,11,1,0,1,0,109.09,9.09,0.0,27.27,0.299,Low,top-order batter
Akeal Hosein,Death,21,17,2,0,2,0,123.53,11.76,0.0,29.41,0.319,Low,bowler
Akeal Hosein,Middle,25,33,1,1,0,1,75.76,3.03,3.03,51.52,0.193,Low,bowler
Al-Amin Hossain,Death,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Al-Amin Hossain,Middle,0,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,Low,bowler
Alasdair Evans,Death,0,2,0,2,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Alei Nao,Death,7,14,0,1,0,0,50.0,0.0,7.14,57.14,0.143,Low,bowler
Alei Nao,Middle,10,9,2,0,2,0,111.11,22.22,0.0,55.56,0.284,Low,bowler
Alex Hales,Death,5,2,1,0,1,0,250.0,50.0,0.0,0.0,0.638,Moderate,opening batter
Alex Hales,Middle,86,75,8,5,4,4,114.67,10.67,6.67,36.0,0.292,Low,opening batter
Alex Hales,Powerplay,186,125,29,5,22,7,148.8,23.2,4.0,41.6,0.358,Moderate,opening batter
Alishan Sharafu,Death,4,4,0,1,0,0,100.0,0.0,25.0,25.0,0.265,Low,opening batter
Alpesh Ramjani,Powerplay,13,18,2,3,2,0,72.22,11.11,16.67,61.11,0.194,Low,allrounder
Alzarri Joseph,Death,6,6,1,1,1,0,100.0,16.67,16.67,50.0,0.265,Low,bowler
Alzarri Joseph,Middle,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Amir Ali,Death,22,13,4,1,4,0,169.23,30.77,7.69,23.08,0.441,Moderate,batter
Amir Ali,Middle,11,6,2,1,1,1,183.33,33.33,16.67,50.0,0.412,Moderate,batter
Amir Hamza,Death,4,8,0,0,0,0,50.0,0.0,0.0,50.0,0.158,Low,bowling allrounder
Andre Fletcher,Death,14,16,1,0,1,0,87.5,6.25,0.0,43.75,0.232,Low,top-order batter
Andre Fletcher,Middle,43,30,5,0,2,3,143.33,16.67,0.0,40.0,0.335,Moderate,top-order batter
Andre Fletcher,Powerplay,49,42,8,0,5,3,116.67,19.05,0.0,57.14,0.277,Low,top-order batter
Andre Russell,Death,116,69,17,4,11,6,168.12,24.64,5.8,27.54,0.413,Moderate,allrounder
Andre Russell,Middle,42,36,7,3,5,2,116.67,19.44,8.33,52.78,0.287,Low,allrounder
Andrew Poynter,Death,12,9,1,0,0,1,133.33,11.11,0.0,44.44,0.298,Low,batter
Andrew Poynter,Powerplay,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,batter
Andries Gous,Death,0,2,0,1,0,0,0.0,0.0,50.0,100.0,0.0,Low,wicketkeeper
Andries Gous,Middle,72,42,10,1,6,4,171.43,23.81,2.38,26.19,0.417,Moderate,wicketkeeper
Andries Gous,Powerplay,31,30,6,1,6,0,103.33,20.0,3.33,60.0,0.259,Low,wicketkeeper
Andy Balbirnie,Death,4,8,0,3,0,0,50.0,0.0,37.5,62.5,0.133,Low,batter
Andy Balbirnie,Middle,111,94,11,4,6,5,118.09,11.7,4.26,37.23,0.297,Low,batter
Andy Balbirnie,Powerplay,130,120,17,5,11,6,108.33,14.17,4.17,55.83,0.256,Low,batter
Andy McBrine,Death,6,2,1,0,1,0,300.0,50.0,0.0,0.0,0.696,High,bowling allrounder
Andy McBrine,Powerplay,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.315,Low,bowling allrounder
Angelo Mathews,Death,59,45,7,3,4,3,131.11,15.56,6.67,40.0,0.318,Low,allrounder
Angelo Mathews,Middle,73,72,6,0,1,5,101.39,8.33,0.0,40.28,0.261,Low,allrounder
Angelo Mathews,Powerplay,12,12,2,1,2,0,100.0,16.67,8.33,50.0,0.265,Low,allrounder
Anil Sah,Middle,3,5,0,1,0,0,60.0,0.0,20.0,40.0,0.189,Low,batting allrounder
Anil Sah,Powerplay,8,7,2,0,2,0,114.29,28.57,0.0,71.43,0.275,Low,batting allrounder
Anrich Nortje,Death,7,4,1,1,1,0,175.0,25.0,25.0,25.0,0.427,Moderate,bowler
Anrich Nortje,Middle,1,5,0,2,0,0,20.0,0.0,40.0,80.0,0.063,Low,bowler
Anshy Rath,Death,22,16,2,1,2,0,137.5,12.5,6.25,18.75,0.359,Moderate,wicketkeeper batter
Anshy Rath,Middle,43,45,1,1,1,0,95.56,2.22,2.22,22.22,0.272,Low,wicketkeeper batter
Aqib Ilyas,Middle,33,30,3,1,2,1,110.0,10.0,3.33,30.0,0.297,Low,top-order batter
Aqib Ilyas,Powerplay,102,85,16,5,12,4,120.0,18.82,5.88,49.41,0.296,Low,top-order batter
Arafat Sunny,Death,8,4,1,0,0,1,200.0,25.0,0.0,50.0,0.406,Moderate,bowler
Arshdeep Singh,Death,10,12,1,0,1,0,83.33,8.33,0.0,58.33,0.204,Low,bowler
Arshdeep Singh,Middle,1,2,0,0,0,0,50.0,0.0,0.0,50.0,0.158,Low,bowler
Aryan Dutt,Death,16,11,2,0,1,1,145.45,18.18,0.0,36.36,0.35,Moderate,bowler
Aryan Lakra,Powerplay,1,3,0,1,0,0,33.33,0.0,33.33,66.67,0.105,Low,bowler
Asghar Afghan,Death,49,34,5,3,4,1,144.12,14.71,8.82,23.53,0.363,Moderate,middle-order batter
Asghar Afghan,Middle,88,77,8,1,3,5,114.29,10.39,1.3,33.77,0.296,Low,middle-order batter
Asghar Afghan,Powerplay,39,45,4,4,1,3,86.67,8.89,8.89,55.56,0.216,Low,middle-order batter
Ashish Nehra,Death,0,4,0,1,0,0,0.0,0.0,25.0,100.0,0.0,Low,bowler
Ashton Agar,Death,30,17,3,2,0,3,176.47,17.65,11.76,29.41,0.398,Moderate,bowler
Ashton Agar,Middle,4,11,0,0,0,0,36.36,0.0,0.0,63.64,0.115,Low,bowler
Asif Ali,Death,55,26,7,2,0,7,211.54,26.92,7.69,34.62,0.456,Moderate,middle-order batter
Asif Ali,Middle,4,1,1,0,1,0,400.0,100.0,0.0,0.0,0.962,High,middle-order batter
Assad Vala,Middle,44,27,5,2,2,3,162.96,18.52,7.41,22.22,0.399,Moderate,batter
Assad Vala,Powerplay,62,62,9,5,8,1,100.0,14.52,8.06,56.45,0.246,Low,batter
Avishka Fernando,Middle,36,46,1,4,0,1,78.26,2.17,8.7,39.13,0.219,Low,opening batter
Avishka Fernando,Powerplay,20,16,2,1,1,1,125.0,12.5,6.25,50.0,0.282,Low,opening batter
Axar Patel,Death,7,6,1,1,1,0,116.67,16.67,16.67,50.0,0.285,Low,bowling allrounder
Axar Patel,Middle,5,7,1,2,1,0,71.43,14.29,28.57,71.43,0.182,Low,bowling allrounder
Axar Patel,Powerplay,18,14,2,0,1,1,128.57,14.29,0.0,42.86,0.306,Low,bowling allrounder
Ayaan Khan,Death,34,19,4,2,2,2,178.95,21.05,10.53,15.79,0.438,Moderate,allrounder
Ayaan Khan,Middle,70,89,5,2,4,1,78.65,5.62,2.25,47.19,0.213,Low,allrounder
Azam Khan,Middle,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,wicketkeeper batter
Azmatullah Omarzai,Death,35,25,4,3,2,2,140.0,16.0,12.0,32.0,0.346,Moderate,allrounder
Azmatullah Omarzai,Middle,7,10,0,1,0,0,70.0,0.0,10.0,50.0,0.181,Low,allrounder
Azmatullah Omarzai,Powerplay,3,7,0,0,0,0,42.86,0.0,0.0,57.14,0.135,Low,allrounder
Babar Azam,Death,33,21,3,3,0,3,157.14,14.29,14.29,28.57,0.367,Moderate,batter
Babar Azam,Middle,314,232,30,6,25,5,135.34,12.93,2.59,21.55,0.352,Moderate,batter
Babar Azam,Powerplay,181,204,22,6,22,0,88.73,10.78,2.94,52.94,0.229,Low,batter
Babar Hayat,Middle,5,6,0,2,0,0,83.33,0.0,33.33,33.33,0.229,Low,batter
Babar Hayat,Powerplay,21,18,4,1,4,0,116.67,22.22,5.56,55.56,0.29,Low,batter
Barry McCarthy,Death,40,31,3,2,1,2,129.03,9.68,6.45,32.26,0.313,Low,bowler
Barry McCarthy,Middle,2,10,0,1,0,0,20.0,0.0,10.0,80.0,0.063,Low,bowler
Bas de Leede,Death,29,30,3,1,3,0,96.67,10.0,3.33,40.0,0.262,Low,batting allrounder
Bas de Leede,Middle,45,53,3,4,3,0,84.91,5.66,7.55,43.4,0.228,Low,batting allrounder
Bas de Leede,Powerplay,42,70,4,3,3,1,60.0,5.71,4.29,65.71,0.155,Low,batting allrounder
Basil Hameed,Death,25,17,4,1,2,2,147.06,23.53,5.88,58.82,0.323,Low,middle-order batter
Basil Hameed,Middle,0,3,0,1,0,0,0.0,0.0,33.33,100.0,0.0,Low,middle-order batter
Ben Cooper,Middle,11,11,1,1,1,0,100.0,9.09,9.09,36.36,0.27,Low,middle-order batter
Ben Cooper,Powerplay,19,13,4,2,4,0,146.15,30.77,15.38,46.15,0.369,Moderate,middle-order batter
Ben Shikongo,Death,0,4,0,1,0,0,0.0,0.0,25.0,100.0,0.0,Low,bowler
Ben Stokes,Death,72,44,8,3,5,3,163.64,18.18,6.82,25.0,0.393,Moderate,allrounder
Ben Stokes,Middle,74,69,6,3,6,0,107.25,8.7,4.35,33.33,0.283,Low,allrounder
Ben Stokes,Powerplay,22,24,2,3,1,1,91.67,8.33,12.5,45.83,0.239,Low,allrounder
Ben White,Death,1,1,0,1,0,0,100.0,0.0,100.0,0.0,0.315,Low,bowler
Ben White,Middle,1,2,0,0,0,0,50.0,0.0,0.0,50.0,0.158,Low,bowler
Bernard Scholtz,Death,13,18,0,1,0,0,72.22,0.0,5.56,44.44,0.194,Low,bowler
Bernard Scholtz,Middle,0,2,0,1,0,0,0.0,0.0,50.0,100.0,0.0,Low,bowler
Bhanuka Rajapaksa,Death,89,60,11,5,8,3,148.33,18.33,8.33,26.67,0.373,Moderate,top-order batter
Bhanuka Rajapaksa,Middle,171,128,22,6,16,6,133.59,17.19,4.69,33.59,0.339,Moderate,top-order batter
Bhanuka Rajapaksa,Powerplay,29,25,4,0,3,1,116.0,16.0,0.0,44.0,0.294,Low,top-order batter
Bhuvneshwar Kumar,Death,11,10,0,0,0,0,110.0,0.0,0.0,20.0,0.287,Low,bowler
Bilal Hassan,Death,2,5,0,1,0,0,40.0,0.0,20.0,80.0,0.086,Low,bowler
Bilal Hassan,Middle,7,11,1,0,1,0,63.64,9.09,0.0,63.64,0.173,Low,bowler
Bilal Khan,Death,3,5,0,1,0,0,60.0,0.0,20.0,40.0,0.189,Low,bowler
Bilal Khan,Middle,1,2,0,0,0,0,50.0,0.0,0.0,50.0,0.158,Low,bowler
Blessing Muzarabani,Death,2,11,0,1,0,0,18.18,0.0,9.09,81.82,0.057,Low,bowler
Brad Evans,Death,20,15,1,2,0,1,133.33,6.67,13.33,26.67,0.321,Low,allrounder
Brad Evans,Middle,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.315,Low,allrounder
Brad Wheal,Death,3,5,0,0,0,0,60.0,0.0,0.0,40.0,0.189,Low,bowler
Brad Wheal,Middle,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Brandon Glover,Death,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,bowler
Brandon Glover,Middle,0,2,0,1,0,0,0.0,0.0,50.0,100.0,0.0,Low,bowler
Brandon King,Death,15,13,1,0,0,1,115.38,7.69,0.0,30.77,0.295,Low,top-order batter
Brandon King,Middle,47,45,5,3,4,1,104.44,11.11,6.67,40.0,0.274,Low,top-order batter
Brandon King,Powerplay,69,48,13,1,13,0,143.75,27.08,2.08,39.58,0.368,Moderate,top-order batter
Brandon McMullen,Middle,63,31,10,1,8,2,203.23,32.26,3.23,19.35,0.493,Moderate,batting allrounder
Brandon McMullen,Powerplay,17,17,3,0,3,0,100.0,17.65,0.0,64.71,0.239,Low,batting allrounder
Brian Masaba,Death,0,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,Low,bowler
Brian Masaba,Middle,2,5,0,2,0,0,40.0,0.0,40.0,60.0,0.126,Low,bowler
CP Rizwan,Death,23,14,2,1,1,1,164.29,14.29,7.14,21.43,0.39,Moderate,middle-order batter
CP Rizwan,Middle,21,17,2,0,2,0,123.53,11.76,0.0,23.53,0.331,Moderate,middle-order batter
CP Rizwan,Powerplay,0,2,0,1,0,0,0.0,0.0,50.0,100.0,0.0,Low,middle-order batter
Calum MacLeod,Death,22,23,2,4,2,0,95.65,8.7,17.39,34.78,0.267,Low,top-order batter
Calum MacLeod,Middle,70,88,4,3,4,0,79.55,4.55,3.41,39.77,0.226,Low,top-order batter
Calum MacLeod,Powerplay,0,3,0,2,0,0,0.0,0.0,66.67,100.0,0.0,Low,top-order batter
Cameron Green,Powerplay,3,2,0,1,0,0,150.0,0.0,50.0,50.0,0.273,Low,batting allrounder
Carlos Brathwaite,Death,54,26,7,1,0,7,207.69,26.92,3.85,30.77,0.459,Moderate,allrounder
Chad Soper,Death,29,23,3,4,2,1,126.09,13.04,17.39,26.09,0.332,Moderate,bowler
Chad Soper,Middle,19,31,1,2,0,1,61.29,3.23,6.45,61.29,0.158,Low,bowler
Chad Soper,Powerplay,2,9,0,0,0,0,22.22,0.0,0.0,77.78,0.07,Low,bowler
Chamara Kapugedera,Middle,41,44,4,3,3,1,93.18,9.09,6.82,38.64,0.258,Low,middle-order batter
Chamara Kapugedera,Powerplay,10,9,1,0,1,0,111.11,11.11,0.0,44.44,0.273,Low,middle-order batter
Chamika Karunaratne,Death,47,42,4,6,4,0,111.9,9.52,14.29,38.1,0.281,Low,bowling allrounder
Chamika Karunaratne,Middle,5,8,0,2,0,0,62.5,0.0,25.0,37.5,0.197,Low,bowling allrounder
Chamika Karunaratne,Powerplay,3,7,0,0,0,0,42.86,0.0,0.0,85.71,0.078,Low,bowling allrounder
Charith Asalanka,Death,61,37,8,1,5,3,164.86,21.62,2.7,24.32,0.406,Moderate,batting allrounder
Charith Asalanka,Middle,226,184,19,8,14,5,122.83,10.33,4.35,27.17,0.318,Low,batting allrounder
Charith Asalanka,Powerplay,102,78,16,3,12,4,130.77,20.51,3.85,46.15,0.32,Low,batting allrounder
Charles Amini,Middle,29,35,0,1,0,0,82.86,0.0,2.86,31.43,0.233,Low,allrounder
Charles Amini,Powerplay,28,17,5,1,4,1,164.71,29.41,5.88,35.29,0.408,Moderate,allrounder
Chirag Suri,Middle,1,2,0,1,0,0,50.0,0.0,50.0,50.0,0.158,Low,opening batter
Chirag Suri,Powerplay,14,23,2,0,2,0,60.87,8.7,0.0,65.22,0.166,Low,opening batter
Chris Gayle,Death,29,15,4,1,1,3,193.33,26.67,6.67,26.67,0.45,Moderate,allrounder
Chris Gayle,Middle,73,35,10,0,2,8,208.57,28.57,0.0,31.43,0.464,Moderate,allrounder
Chris Gayle,Powerplay,62,57,11,7,8,3,108.77,19.3,12.28,61.4,0.261,Low,allrounder
Chris Greaves,Death,77,71,6,4,5,1,108.45,8.45,5.63,29.58,0.291,Low,bowler
Chris Greaves,Middle,50,48,5,2,4,1,104.17,10.42,4.17,47.92,0.256,Low,bowler
Chris Greaves,Powerplay,1,2,0,0,0,0,50.0,0.0,0.0,50.0,0.158,Low,bowler
Chris Jordan,Death,19,18,2,2,2,0,105.56,11.11,11.11,33.33,0.288,Low,bowler
Chris Jordan,Middle,16,20,2,1,2,0,80.0,10.0,5.0,50.0,0.222,Low,bowler
Chris Morris,Death,16,17,2,1,2,0,94.12,11.76,5.88,47.06,0.25,Low,bowling allrounder
Chris Woakes,Death,12,6,2,1,1,1,200.0,33.33,16.67,33.33,0.464,Moderate,allrounder
Colin Ackermann,Death,53,33,6,3,3,3,160.61,18.18,9.09,30.3,0.379,Moderate,batting allrounder
Colin Ackermann,Middle,128,128,10,6,8,2,100.0,7.81,4.69,34.38,0.27,Low,batting allrounder
Colin Ackermann,Powerplay,37,42,5,2,4,1,88.1,11.9,4.76,64.29,0.209,Low,batting allrounder
Colin Munro,Middle,96,79,10,3,7,3,121.52,12.66,3.8,29.11,0.32,Low,opening batter
Colin Munro,Powerplay,29,23,5,1,4,1,126.09,21.74,4.35,52.17,0.306,Low,opening batter
Corey Anderson,Death,24,25,3,4,2,1,96.0,12.0,16.0,52.0,0.243,Low,batting allrounder
Corey Anderson,Middle,68,64,6,2,5,1,106.25,9.38,3.12,35.94,0.279,Low,batting allrounder
Corey Anderson,Powerplay,13,15,2,0,2,0,86.67,13.33,0.0,53.33,0.233,Low,batting allrounder
Cosmas Kyewuta,Middle,3,8,0,1,0,0,37.5,0.0,12.5,62.5,0.118,Low,bowler
Craig Ervine,Death,7,5,1,1,1,0,140.0,20.0,20.0,20.0,0.382,Moderate,middle-order batter
Craig Ervine,Middle,32,29,2,1,2,0,110.34,6.9,3.45,17.24,0.314,Low,middle-order batter
Craig Ervine,Powerplay,73,87,9,5,9,0,83.91,10.34,5.75,56.32,0.215,Low,middle-order batter
Craig Wallace,Powerplay,4,13,0,1,0,0,30.77,0.0,7.69,69.23,0.097,Low,wicketkeeper batter
Craig Williams,Death,0,2,0,1,0,0,0.0,0.0,50.0,100.0,0.0,Low,top-order batter
Craig Williams,Middle,76,72,7,5,4,3,105.56,9.72,6.94,43.06,0.265,Low,top-order batter
Craig Williams,Powerplay,45,65,6,3,5,1,69.23,9.23,4.62,61.54,0.184,Low,top-order batter
Craig Young,Death,3,7,0,1,0,0,42.86,0.0,14.29,57.14,0.135,Low,bowler
Curtis Campher,Death,50,27,8,3,8,0,185.19,29.63,11.11,22.22,0.458,Moderate,allrounder
Curtis Campher,Middle,97,82,6,5,3,3,118.29,7.32,6.1,29.27,0.3,Low,allrounder
Curtis Campher,Powerplay,15,18,2,1,2,0,83.33,11.11,5.56,55.56,0.218,Low,allrounder
Damien Ravu,Death,7,7,1,2,1,0,100.0,14.29,28.57,42.86,0.273,Low,bowler
Danushka Gunathilaka,Powerplay,0,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,Low,allrounder
Daren Sammy,Death,8,13,0,3,0,0,61.54,0.0,23.08,53.85,0.163,Low,allrounder
Darwish Rasooli,Death,12,10,1,0,1,0,120.0,10.0,0.0,20.0,0.328,Low,top-order batter
Darwish Rasooli,Middle,3,3,0,0,0,0,100.0,0.0,0.0,33.33,0.249,Low,top-order batter
Daryl Mitchell,Death,75,43,6,1,3,3,174.42,13.95,2.33,16.28,0.411,Moderate,batting allrounder
Daryl Mitchell,Middle,144,114,13,5,8,5,126.32,11.4,4.39,28.95,0.322,Low,batting allrounder
Daryl Mitchell,Powerplay,118,90,14,4,11,3,131.11,15.56,4.44,37.78,0.322,Low,batting allrounder
Dasun Shanaka,Death,120,97,14,9,9,5,123.71,14.43,9.28,36.08,0.314,Low,allrounder
Dasun Shanaka,Middle,95,99,11,3,7,4,95.96,11.11,3.03,47.47,0.249,Low,allrounder
David Miller,Death,140,79,19,3,9,10,177.22,24.05,3.8,26.58,0.423,Moderate,middle-order batter
David Miller,Middle,120,127,8,2,5,3,94.49,6.3,1.57,40.16,0.248,Low,middle-order batter
David Miller,Powerplay,3,11,0,0,0,0,27.27,0.0,0.0,72.73,0.086,Low,middle-order batter
David Warner,Death,22,18,2,1,1,1,122.22,11.11,5.56,38.89,0.297,Low,opening batter
David Warner,Middle,184,132,21,7,15,6,139.39,15.91,5.3,25.76,0.357,Moderate,opening batter
David Warner,Powerplay,274,192,44,9,35,9,142.71,22.92,4.69,41.15,0.351,Moderate,opening batter
David Wiese,Death,148,99,15,6,6,9,149.49,15.15,6.06,31.31,0.355,Moderate,allrounder
David Wiese,Middle,200,168,17,4,10,7,119.05,10.12,2.38,35.12,0.297,Low,allrounder
David Willey,Death,38,25,5,1,1,4,152.0,20.0,4.0,40.0,0.355,Moderate,bowling allrounder
David Willey,Middle,4,6,0,0,0,0,66.67,0.0,0.0,50.0,0.177,Low,bowling allrounder
Dawid Malan,Death,9,4,1,2,0,1,225.0,25.0,50.0,50.0,0.435,Moderate,top-order batter
Dawid Malan,Middle,140,126,14,3,13,1,111.11,11.11,2.38,33.33,0.295,Low,top-order batter
Dawid Malan,Powerplay,27,35,1,1,1,0,77.14,2.86,2.86,51.43,0.195,Low,top-order batter
Dawlat Zadran,Death,9,6,0,0,0,0,150.0,0.0,0.0,0.0,0.373,Moderate,bowler
Deepak Hooda,Middle,0,3,0,1,0,0,0.0,0.0,33.33,100.0,0.0,Low,allrounder
Denesh Ramdin,Death,4,5,0,1,0,0,80.0,0.0,20.0,40.0,0.212,Low,wicketkeeper batter
Denesh Ramdin,Middle,32,47,1,2,1,0,68.09,2.13,4.26,44.68,0.196,Low,wicketkeeper batter
Devon Conway,Death,37,30,3,1,3,0,123.33,10.0,3.33,16.67,0.339,Moderate,wicketkeeper batter
Devon Conway,Middle,167,133,15,3,12,3,125.56,11.28,2.26,26.32,0.326,Low,wicketkeeper batter
Devon Conway,Powerplay,94,95,11,5,11,0,98.95,11.58,5.26,46.32,0.256,Low,wicketkeeper batter
Dhananjaya de Silva,Death,22,13,3,1,3,0,169.23,23.08,7.69,23.08,0.418,Moderate,allrounder
Dhananjaya de Silva,Middle,111,90,9,5,6,3,123.33,10.0,5.56,23.33,0.326,Low,allrounder
Dhananjaya de Silva,Powerplay,67,59,7,1,6,1,113.56,11.86,1.69,42.37,0.282,Low,allrounder
Dilon Heyliger,Death,11,14,1,1,1,0,78.57,7.14,7.14,42.86,0.226,Low,bowler
Dilpreet Bajwa,Death,11,5,2,1,1,1,220.0,40.0,20.0,40.0,0.494,Moderate,allrounder
Dilpreet Bajwa,Middle,7,6,1,1,1,0,116.67,16.67,16.67,33.33,0.318,Low,allrounder
Dilpreet Bajwa,Powerplay,0,3,0,0,0,0,0.0,0.0,0.0,100.0,0.0,Low,allrounder
